DATA,HORA,VEÍCULO,LINHA,ORIGEM,DEFEITO,GRUPO,PERDAS,O.S,STATUS O.S,RESPONSÁVEL,REINC,Data Reincidência,Difenreça dos dias,O.S REINC
8/31/2024,15:06:34,2427,2450,1,ARTICULAÇÃO,MECÂNICA,0,580282,,,Sim,8/22/2024,9,
8/31/2024,15:35:09,2420,2450,1,FREIO,MECÂNICA,0,580285,,,Sim,8/16/2024,15,
8/31/2024,15:43:20,2034,2402,1,CAMBIO,MECÂNICA,0,580287,,,Sim,8/11/2024,20,
8/31/2024,15:47:10,2477,2450,1,POTENCIA,ELÉTRICA,0,580288,,,Não,Nenhuma,0,
8/31/2024,16:36:27,2487,2450,1,ARTICULAÇÃO,MECÂNICA,0,580290,,,Não,Nenhuma,0,
8/31/2024,17:38:42,2014,2467,1,FREIO,MECÂNICA,0,580303,,,Sim,8/16/2024,15,
8/31/2024,18:52:29,2484,2450,2,SUSPENSÃO,MECÂNICA,0,580304,,,Sim,8/22/2024,9,
8/31/2024,20:04:38,2914,2410,1,MOTOR,MOTOR,2,580305,,,Não,Nenhuma,0,
8/31/2024,20:05:34,2482,2450,1,PNEUMÁTICA,MECÂNICA,1,580306,,,Não,Nenhuma,0,
8/31/2024,20:05:54,2019,2463,1,PNEUMÁTICA,MECÂNICA,0,580307,,,Não,Nenhuma,0,
8/31/2024,20:06:48,2102,2504,2,AVARIA,LANTERNAGEM,0,580308,,,Sim,8/19/2024,12,
8/31/2024,20:07:17,2042,2402,1,ACELERAÇÃO,MECÂNICA,0,580038,,,Não,Nenhuma,0,
